name,description,subscribers,url,username,tme_link,last_post
🇺🇦БРОВАРИ ГРОМАДА🇺🇦 ЧАТ,"Бровари, Княжичі, Требухів, Переможець",24457,https://uk.tgstat.com/en/chat/@brovary_gromada,brovary_gromada,https://t.me/brovary_gromada,65 min
Тернопіль Сьогоднi🗞⌚️☕️🌤,Актуальні новини прогноз погоди і багато іншого про Тернополе,23400,https://uk.tgstat.com/en/chat/@ternopil_daily,ternopil_daily,https://t.me/ternopil_daily,4 hours
Моя Одеса🗞⌚️🌆☕️🌤,адмін @angelina_rek,23040,https://uk.tgstat.com/en/chat/@odessa_time,odessa_time,https://t.me/odessa_time,4 hours
Новини Запоріжжя🗞⌚️🌆☕️🌤,адмін @angelina_rek,22841,https://uk.tgstat.com/en/chat/@zaporozhye_novosti,zaporozhye_novosti,https://t.me/zaporozhye_novosti,4 hours
Моє Рівне!❤️🗞⌚️☕️🌤,адмін @angelina_rek,22635,https://uk.tgstat.com/en/chat/@rivne_moe,rivne_moe,https://t.me/rivne_moe,4 hours
Подслушано в Мариуполе (ЧАТ) 🇷🇺🇷🇺🇷🇺,"Друзья, рекомендуем вам подписаться на этот телеграм-чат",22468,https://uk.tgstat.com/en/chat/@podsluwka,podsluwka,https://t.me/podsluwka,2 hours
Дніпро News🗞⌚️🌆☕️🌤,адмін @angelina_rek,22304,https://uk.tgstat.com/en/chat/@dnipro_people,dnipro_people,https://t.me/dnipro_people,4 hours
Львів Online🗞🗞⌚️🌆☕️🌤,адмін @angelina_rek,22181,https://uk.tgstat.com/en/chat/@online_lviv,online_lviv,https://t.me/online_lviv,4 hours
"Чат під Каштаном | Ірпінь, Буча, Гостомель, Стоянка, Романівка, Ворзель","Найбільша інтернет-спільнота регіону. Місце, де ти можеш поспілкуватись та обговорити будь-які теми з мешканцями свого міста.",20834,https://uk.tgstat.com/en/chat/@chat_kashtan,chat_kashtan,https://t.me/chat_kashtan,55 min
Життя Миколаєва🗞⌚️🌆☕️🌤,адмін @angelina_rek,20622,https://uk.tgstat.com/en/chat/@nikolaev_daily,nikolaev_daily,https://t.me/nikolaev_daily,4 hours
Луцьк Today🗞⌚️☕️🌤,адмін @angelina_rek,20088,https://uk.tgstat.com/en/chat/@lutsk_today,lutsk_today,https://t.me/lutsk_today,4 hours
ЧАТ 112 | Івано-Франківськ,"Оперативний чат Івано-Франківська, Івано-Франківська область. Ділимося важливою інформацією.",19035,https://uk.tgstat.com/en/chat/@chatif112,chatif112,https://t.me/chatif112,2 hours
Главный ЧАТ ЛНР / СПРАШИВАЙ ЛУГАНСК / Болталка луганчан,По поводу рекламы писать @redaktor181,18833,https://uk.tgstat.com/en/chat/@baraholka_lnr,baraholka_lnr,https://t.me/baraholka_lnr,58 min
"Волноваха , Донское новости.","ПИШЕМ , ДЕЛИМСЯ НОВОСТЯМИ.",18729,https://uk.tgstat.com/en/chat/@volnovaxanovosti,volnovaxanovosti,https://t.me/volnovaxanovosti,59 min
Группа: Поиск людей / Пошук людей,"Группа - чат канала ""Поиск людей / Пошук людей""",18158,https://uk.tgstat.com/en/chat/@findpeoplenow_group,findpeoplenow_group,https://t.me/findpeoplenow_group,65 min
🗞️🚀 Новини від Йоди 🇺🇦,Група каналу «Новини від Йоди»: @yodanews24,17622,https://uk.tgstat.com/en/chat/@yodanews24ua,yodanews24ua,https://t.me/yodanews24ua,56 min
МАРИУПОЛЬ НАШ 🇷🇺 комментарии,"Группа для Мариупольцев и всех, кто хочет знать правду. Присоединяйтесь к обсуждению жизни и будущего нашего города",17040,https://uk.tgstat.com/en/chat/@mariupol_nash_chat,mariupol_nash_chat,https://t.me/mariupol_nash_chat,57 min
Чат жителей Доброполья (16+),Чат 16+,16972,https://uk.tgstat.com/en/chat/@dobropillyatdch,dobropillyatdch,https://t.me/dobropillyatdch,53 min
Вовчанський чат 🇺🇦,"Чат міста Вовчанськ,",16837,https://uk.tgstat.com/en/chat/@volchansk,volchansk,https://t.me/volchansk,23 min
Авдеевка Перекличка,Админы в отпуске,16571,https://uk.tgstat.com/en/chat/@nasha_avdeevka,nasha_avdeevka,https://t.me/nasha_avdeevka,4 hours
57 Харьков: Новые дома🇺🇦Одесская🇺🇦Левада🇺🇦 Москалевка🇺🇦Конный🇺🇦Основа🇺🇦Аэропорт🇺🇦,Вас приветствует демократичный чат,16147,https://uk.tgstat.com/en/chat/@ndoma57,ndoma57,https://t.me/ndoma57,51 min
🇺🇦ГРОМАДА🇺🇦,"Новини Київська область, Україна.",15563,https://uk.tgstat.com/en/chat/@brovary,brovary,https://t.me/brovary,84 min
Біла Церква Важливі новини,Новини міста Біла Церква. Актуальні новини країни,15507,https://uk.tgstat.com/en/chat/@bila_tserkva_1,bila_tserkva_1,https://t.me/bila_tserkva_1,3 hours
БЕЗПЕЧНЕ МІСТО ОБУХІВ,Група для інформування мешканців Обухівської територіальної громади.,15227,https://uk.tgstat.com/en/chat/@bezpechnemisto,bezpechnemisto,https://t.me/bezpechnemisto,3 hours
Типичка Чат Константиновка🇺🇦Костянтинівка,Главный чат города,14739,https://uk.tgstat.com/en/chat/@tipkonstchat,tipkonstchat,https://t.me/tipkonstchat,54 min
Переселенцы Днепр,"Группа создана для людей, которые вынужденно стали переселенцами.",13795,https://uk.tgstat.com/en/chat/@vpo_dnipro,vpo_dnipro,https://t.me/vpo_dnipro,53 min
НАДЗОР UA🇺🇦-ХАРЬКОВ,ПОМОГИТЕ НАДЗОР-ХАРЬКОВ,13424,https://uk.tgstat.com/en/chat/@uanadzorkharkov,uanadzorkharkov,https://t.me/uanadzorkharkov,16 hours
Мукачево News🗞⌚️🏘🏔☕️🌤,адмін @angelina_rek,12783,https://uk.tgstat.com/en/chat/@mukachevo_news,mukachevo_news,https://t.me/mukachevo_news,4 hours
Біла Церква Інфо🗞⌚️☕️🌤,адмін @angelina_rek,12684,https://uk.tgstat.com/en/chat/@belaya_tserkov_ps,belaya_tserkov_ps,https://t.me/belaya_tserkov_ps,4 hours
Житомир чат | ПЖ каналу,https://t.me/pzhytomyr,12647,https://uk.tgstat.com/en/chat/@zhytomyr_pzhytomyr,zhytomyr_pzhytomyr,https://t.me/zhytomyr_pzhytomyr,60 min
Кам'янське Live🗞⌚️☕️🌤,адмін @angelina_rek,12607,https://uk.tgstat.com/en/chat/@ps_kamenskoe,ps_kamenskoe,https://t.me/ps_kamenskoe,4 hours
Ужгород 🗞⌚️🏔☕️🌤,адмін @angelina_rek,12556,https://uk.tgstat.com/en/chat/@uzhgorod_today,uzhgorod_today,https://t.me/uzhgorod_today,4 hours
VinTime Вінниця,"Офіційна телеграм-група новинного ресурсу Вінниччини - газети ""VinTime""",12545,https://uk.tgstat.com/en/chat/@na_parise,na_parise,https://t.me/na_parise,2 hours
Подслушано Чат,"Чат канала ""Подслушано""",12240,https://uk.tgstat.com/en/chat/@odhello_chat,odhello_chat,https://t.me/odhello_chat,51 min
57 Харьков: Холодная Гора 🇺🇦 Залютино 🇺🇦Новая Бавария 🇺🇦 Центральный рынок 🇺🇦 ЮЖД 🇺🇦 Ивановка 🇺🇦 Сортировка 🇺🇦,Вас приветствует демократичный чат,11857,https://uk.tgstat.com/en/chat/@hgora57,hgora57,https://t.me/hgora57,62 min
Слов'янськ Сьогодні🗞⌚️🌆🏘🏫🏔☕️🌤,адмін @angelina_rek,11781,https://uk.tgstat.com/en/chat/@slavyansk_today,slavyansk_today,https://t.me/slavyansk_today,22 days
Кременчук LiFE🗞⌚️🏘☕️🌤,адмін @angelina_rek,11611,https://uk.tgstat.com/en/chat/@kremenchug_live,kremenchug_live,https://t.me/kremenchug_live,2 hours
АХУЄННИЙ ЧАТ 🐏 💨,ЗАБОРОНЕНО В АЧ:,11214,https://uk.tgstat.com/en/chat/@goodchernivtsichat,goodchernivtsichat,https://t.me/goodchernivtsichat,68 min
Ситуация на блокпостах Донбасса,Ситуация на блокпостах сегодня,11205,https://uk.tgstat.com/en/chat/@blokpostdonbass,blokpostdonbass,https://t.me/blokpostdonbass,54 min
"Взаємодопомога 🚨 7:40 Одеса / БФ ""Тримай""","Чат для координації людей, які бажають допомогти, та тих, хто потребує допомоги",11136,https://uk.tgstat.com/en/chat/@sem_sorok_od,sem_sorok_od,https://t.me/sem_sorok_od,53 min
Черноморский чат 🇺🇦,Чат для жителей города Черноморск.,10564,https://uk.tgstat.com/en/chat/@chochat,chochat,https://t.me/chochat,56 min
Умань News🗞⌚️☕️🌤,адмін @angelina_rek,10399,https://uk.tgstat.com/en/chat/@uman_now,uman_now,https://t.me/uman_now,4 hours
Проспект Победы-Алексеевка,Правила чата и ВАЖНОЕ в закреплённых сообщениях.,10160,https://uk.tgstat.com/en/chat/@prospekt_peremoh,prospekt_peremoh,https://t.me/prospekt_peremoh,58 min
Покровский район 🔹ЧАТ🔹 Покровск 🔹 Мирноград 🔹 Доброполье,Чат Покровского района,9929,https://uk.tgstat.com/en/chat/@tp_pokrovsk_chat,tp_pokrovsk_chat,https://t.me/tp_pokrovsk_chat,69 min
Мій Павлоград🗞⌚️☕️🌤,адмін @angelina_rek,9690,https://uk.tgstat.com/en/chat/@pavlograd_people,pavlograd_people,https://t.me/pavlograd_people,4 hours
🇺🇦БРОВАРИ ПОСЛУГИ🇺🇦,"Бровари, Броварський район",9317,https://uk.tgstat.com/en/chat/@brovary_s,brovary_s,https://t.me/brovary_s,2 hours
Чат Гданьск/Гдиня🇺🇦Trójmiasto/Gdańsk/Gdynia/Sopot/Гдыня/Гданськ/Ґданськ/Сопот/Труймясто,Реклама/контакт: @trojmiasto_bot,9079,https://uk.tgstat.com/en/chat/@ggdansk,ggdansk,https://t.me/ggdansk,2 hours
Волноваха і район / Я ❤️ Волноваха,"@Volna_Contat_bot - написати адміну, повідомити розташування окупантів Волноваській СБУ",9034,https://uk.tgstat.com/en/chat/@v_lna,v_lna,https://t.me/v_lna,56 min
Головний Чат Павлограда 🤔,З правилами нашого чату ви можете ознайомитися перейшовши за посиланням:,8950,https://uk.tgstat.com/en/chat/@pavlogradnow_chat,pavlogradnow_chat,https://t.me/pavlogradnow_chat,52 min
xydessa premium comments,"Комментарии доступны пользователям Telegram Premium, которые проголосовали за канал https://t.me/xydessa?boost",8719,https://uk.tgstat.com/en/chat/@xydessa_premium,xydessa_premium,https://t.me/xydessa_premium,51 min
Ситуація на Україні,,8589,https://uk.tgstat.com/en/chat/@todayukr_news,todayukr_news,https://t.me/todayukr_news,2 days
Моя Олександрія🗞⌚️☕️🌤,адмін @angelina_rek,8414,https://uk.tgstat.com/en/chat/@my_aleksandriya,my_aleksandriya,https://t.me/my_aleksandriya,4 hours
БУКОВИНСЬКИЙ ЧАТ - ЧЕРНІВЦІ - БУКОВИНА!,Чат міста ЧЕРНІВЦІ - 24/7,8360,https://uk.tgstat.com/en/chat/@terevenicv,terevenicv,https://t.me/terevenicv,49 min
Шостка Info🗞⌚️🌆☕️🌤,адмін @angelina_rek,8130,https://uk.tgstat.com/en/chat/@shostka_daily,shostka_daily,https://t.me/shostka_daily,4 hours
"Угледар , Павловка , Никольское , Владимировка 🇷🇺 18+",Информационная группа,8058,https://uk.tgstat.com/en/chat/@ugledar_news,ugledar_news,https://t.me/ugledar_news,2 hours
Чат м. Укpaїнка,Порушення - бан,7966,https://uk.tgstat.com/en/chat/@chat_ukrainka,chat_ukrainka,https://t.me/chat_ukrainka,48 min
Днепр свет/вода,чат канала https://t.me/avariycka,7925,https://uk.tgstat.com/en/chat/@avariycka,avariycka,https://t.me/avariycka,55 min
Жашків,Правила групи: https://telegra.ph/Pravila-grupi-ZHashk%D1%96v-08-15,7909,https://uk.tgstat.com/en/chat/@zhashkiv,zhashkiv,https://t.me/zhashkiv,54 min
Взаємопоміч Кривий Ріг,Оголошення присилати адміну в приватні повідомлення.,7617,https://uk.tgstat.com/en/chat/@krivbas_help,krivbas_help,https://t.me/krivbas_help,59 min
Херсонская область чат🇷🇺,Делитесь информацией и узнавайте интересующее у местных жителей!,7541,https://uk.tgstat.com/en/chat/@kkhersonn_chatikk,kkhersonn_chatikk,https://t.me/kkhersonn_chatikk,51 min
Чат Харьков 🇺🇦,‼️Правила Чату‼️,7504,https://uk.tgstat.com/en/chat/@sos_kharkiv21,sos_kharkiv21,https://t.me/sos_kharkiv21,71 min
Реальний Нововолинськ,"Друзі, вітаємо Вас у групі «Реальний Нововолинськ»!",7454,https://uk.tgstat.com/en/chat/@realnovovolynsk,realnovovolynsk,https://t.me/realnovovolynsk,3 hours
МИРНОГРАД / ЧАТ 🇺🇦,Наші сторінки  в ін.соц.мережах:,7208,https://uk.tgstat.com/en/chat/id1400568154,1400568154,https://t.me/1400568154,55 min
Типичный Краматорск | Чат 💬,Чат канала Типичный Краматорск,7183,https://uk.tgstat.com/en/chat/@chat_kramatorsk,chat_kramatorsk,https://t.me/chat_kramatorsk,59 min
Текстильщик Донецк ДНР 🇷🇺 [чат💬],"1️⃣-й районный, информационно-развлекательный ЧАТ  взаимопомощи, общения и хорошего настроения жителей м-на Текстильщик, Кировского р-на г. Донецка ‍‍. Чат создан 26.01.2018 г.  Связь с админом @Pochtasms_bot",6725,https://uk.tgstat.com/en/chat/@tekstilshik_dnr,tekstilshik_dnr,https://t.me/tekstilshik_dnr,48 min
Нікополь LIVE🗞⌚️☕️🌤,адмін @angelina_rek,6722,https://uk.tgstat.com/en/chat/@nikopol_live,nikopol_live,https://t.me/nikopol_live,4 hours
Бровари Life🗞⌚️☕️,адмін @angelina_rek,6718,https://uk.tgstat.com/en/chat/@brovary_life,brovary_life,https://t.me/brovary_life,4 hours
