name,description,subscribers,url,username,tme_link,last_post
XYDESSA LIVE,"актуальные происшествия и то, что не попадает в основной канал @xydessa",341305,https://uk.tgstat.com/en/channel/@xydessa_live,xydessa_live,https://t.me/xydessa_live,73 min
Хуевый Херсон 🇺🇦,"Новини Херсону, нам довіряють українці",334591,https://uk.tgstat.com/en/channel/@hueviyherson,hueviyherson,https://t.me/hueviyherson,39 min
✙ Київ Оперативний | Kyiv Operative ✙,Зворотний зв'язок: @kyivoperative1,326348,https://uk.tgstat.com/en/channel/@kyivoperat,kyivoperat,https://t.me/kyivoperat,16 min
Одесса как она есть,"Страница посвящена нашей горячо любимой Одессе-маме и Одесской области, такой, как она есть!",324207,https://uk.tgstat.com/en/channel/@odessapublic2,odessapublic2,https://t.me/odessapublic2,31 min
3-тя окрема штурмова бригада,Офіційний канал 3 ОШБр.,321690,https://uk.tgstat.com/en/channel/@ab3army,ab3army,https://t.me/ab3army,5 hours
ЧП Донецк,️О главном в Донецке и ДНР,318352,https://uk.tgstat.com/en/channel/@chp_donetska,chp_donetska,https://t.me/chp_donetska,58 min
Дніпро Оперативний 🇺🇦| Війна,"Оперативні та перевірені кримінальні новини Дніпра та області. Найголовніші новини країни. Ми говоримо те, що інші бояться. Дізнавайся новини першим, без фейків.",318029,https://uk.tgstat.com/en/channel/@dnepr_operativ,dnepr_operativ,https://t.me/dnepr_operativ,34 min
🚀 РАКЕТНА неБЕЗПЕКА 🚀,Оповіщення про ракетну неБЕЗПЕКУ у ЛЬВОВІ та області🫡,310098,https://uk.tgstat.com/en/channel/@rocket_danger_lviv,rocket_danger_lviv,https://t.me/rocket_danger_lviv,2 days
Повітряна Тривога,"Офіційний канал, що інформує про повітряну тривогу в будь-якому регіоні України. Інформація надається органами виконавчої влади України.",309089,https://uk.tgstat.com/en/channel/@air_alert_ua,air_alert_ua,https://t.me/air_alert_ua,57 min
СВОЇ | Новини⚡️,СВОЇ - нове медіа про новини в Україні  @svoiua,306161,https://uk.tgstat.com/en/channel/@svoiua,svoiua,https://t.me/svoiua,25 min
Труха⚡️Днепр | Дніпро | Новини,️По вопросам рекламы:,303216,https://uk.tgstat.com/en/channel/@truexadnepr,truexadnepr,https://t.me/truexadnepr,70 min
Львівич | Новини,Львівич – телеграм-канал №1 у Львові. Твій найкращий колєґа. Знаю всі новини,295109,https://uk.tgstat.com/en/channel/@lvivych_news,lvivych_news,https://t.me/lvivych_news,71 min
1-й корпус НГУ «Азов»,Офіційний канал 1-го корпусу НГУ «Азов».,289156,https://uk.tgstat.com/en/channel/@azov_media,azov_media,https://t.me/azov_media,5 hours
СУСПІЛЬНЕ НОВИНИ,Усі новини в одному Телеграмі. Офіційний канал новин Суспільного.,283058,https://uk.tgstat.com/en/channel/@suspilnenews,suspilnenews,https://t.me/suspilnenews,91 min
Захід Головне,Найбільший телеграм-канал Заходу України ️,275268,https://uk.tgstat.com/en/channel/@zahid_golovne_ua,zahid_golovne_ua,https://t.me/zahid_golovne_ua,47 min
Адвокат Мілер,Актуальні новини тут і зараз.  Мене звуть Сергій Мілер. Стаж в галузі права 10 років.,268333,https://uk.tgstat.com/en/channel/@advokatmillerua,advokatmillerua,https://t.me/advokatmillerua,21 min
Типичная Украина — Новости,"ТУкраїна — канал для тих, хто хоче бути в курсі найсвіжіших новин України. Ми володіємо інсайдерською інформацією і першими повідомляємо про важливі події в країні. Будьте серед перших, хто дізнається!",264376,https://uk.tgstat.com/en/channel/@tipichna_ukraine,tipichna_ukraine,https://t.me/tipichna_ukraine,51 min
Хмельницький LIVE,Найбільший новинний ресурс міста без цензури,263646,https://uk.tgstat.com/en/channel/@khmlv,khmlv,https://t.me/khmlv,27 min
Тотальна Зрада,Тотальна Зрада - вільні новини для вільних людей. Слава Украïнi! ️,262996,https://uk.tgstat.com/en/channel/@totallzrada,totallzrada,https://t.me/totallzrada,3 hours
🔊Чому тривога?🚨,https://base.monobank.ua/6BQDPctLafEYQ1,261847,https://uk.tgstat.com/en/channel/@tryvoga_chomu,tryvoga_chomu,https://t.me/tryvoga_chomu,78 min
